datetime,machineID,errorID
21/03/2015 15:00,5,error4
21/03/2015 16:00,5,error2
06/04/2015 02:00,5,error5
08/04/2015 06:00,5,error1
08/05/2015 15:00,5,error1
17/05/2015 00:00,5,error1
01/06/2015 22:00,5,error1
05/06/2015 01:00,5,error4
12/06/2015 18:00,5,error3
22/06/2015 06:00,5,error2
22/06/2015 06:00,5,error3
23/06/2015 12:00,5,error3
12/07/2015 22:00,5,error1
16/07/2015 04:00,5,error3
26/07/2015 08:00,5,error1
29/07/2015 09:00,5,error4
11/08/2015 02:00,5,error4
19/08/2015 12:00,5,error2
30/08/2015 03:00,5,error2
05/09/2015 06:00,5,error1
06/09/2015 06:00,5,error5
27/09/2015 20:00,5,error1
05/10/2015 06:00,5,error2
05/10/2015 06:00,5,error3
19/11/2015 06:00,5,error1
04/12/2015 02:00,5,error1
04/12/2015 18:00,5,error5
15/12/2015 16:00,5,error1
20/12/2015 05:00,5,error4
21/12/2015 09:00,5,error4
30/12/2015 09:00,5,error2
14/01/2015 12:00,6,error2
26/01/2015 12:00,6,error1
03/02/2015 22:00,6,error2
29/03/2015 20:00,6,error4
05/04/2015 21:00,6,error1
23/04/2015 16:00,6,error3
25/04/2015 16:00,6,error1
01/05/2015 22:00,6,error2
24/05/2015 08:00,6,error5
01/06/2015 01:00,6,error2
03/06/2015 07:00,6,error2
11/08/2015 04:00,6,error2
20/08/2015 06:00,6,error4
14/09/2015 10:00,6,error2
18/09/2015 20:00,6,error1
26/09/2015 08:00,6,error2
05/10/2015 21:00,6,error1
15/10/2015 16:00,6,error3
21/10/2015 22:00,6,error1
23/10/2015 19:00,6,error2
13/11/2015 03:00,6,error1
07/12/2015 06:00,6,error4
10/12/2015 22:00,6,error3
17/01/2015 20:00,7,error1
21/01/2015 07:00,7,error3
23/01/2015 06:00,7,error2
23/01/2015 06:00,7,error3
23/01/2015 06:00,7,error5
07/02/2015 06:00,7,error1
09/03/2015 18:00,7,error4
10/03/2015 22:00,7,error2
21/03/2015 05:00,7,error3
27/03/2015 22:00,7,error2
12/04/2015 08:00,7,error1
23/04/2015 06:00,7,error1
23/04/2015 09:00,7,error4
08/05/2015 06:00,7,error5
13/05/2015 11:00,7,error2
23/05/2015 06:00,7,error2
23/05/2015 06:00,7,error3
24/06/2015 08:00,7,error3
29/06/2015 00:00,7,error1
07/07/2015 06:00,7,error2
07/07/2015 06:00,7,error3
13/07/2015 05:00,7,error2
07/08/2015 18:00,7,error2
09/08/2015 06:00,7,error3
11/08/2015 12:00,7,error1
30/08/2015 22:00,7,error4
08/09/2015 19:00,7,error2
17/09/2015 18:00,7,error1
20/09/2015 06:00,7,error5
22/09/2015 19:00,7,error2
13/10/2015 08:00,7,error4
20/10/2015 06:00,7,error2
20/10/2015 06:00,7,error3
31/10/2015 10:00,7,error2
18/11/2015 14:00,7,error3
24/11/2015 22:00,7,error3
09/12/2015 11:00,7,error2
16/12/2015 13:00,7,error3
19/12/2015 06:00,7,error1
05/01/2015 05:00,8,error2
07/01/2015 07:00,8,error1
15/01/2015 02:00,8,error1
03/02/2015 06:00,8,error1
03/02/2015 23:00,8,error4
16/02/2015 17:00,8,error3
20/02/2015 23:00,8,error3
06/03/2015 06:00,8,error2
06/03/2015 06:00,8,error3
21/03/2015 06:00,8,error5
26/03/2015 16:00,8,error2
06/04/2015 07:00,8,error2
20/04/2015 06:00,8,error2
20/04/2015 06:00,8,error3
30/04/2015 22:00,8,error2
08/05/2015 08:00,8,error1
28/05/2015 01:00,8,error2
09/06/2015 12:00,8,error3
28/06/2015 20:00,8,error4
02/07/2015 10:00,8,error2
04/07/2015 17:00,8,error2
03/08/2015 06:00,8,error5
14/08/2015 11:00,8,error3
24/08/2015 09:00,8,error2
18/09/2015 11:00,8,error3
07/10/2015 19:00,8,error4
10/10/2015 06:00,8,error4
15/10/2015 02:00,8,error3
17/10/2015 06:00,8,error5
30/10/2015 17:00,8,error5
03/11/2015 08:00,8,error5
15/11/2015 22:00,8,error2
18/11/2015 22:00,8,error3
19/11/2015 10:00,8,error2
15/12/2015 03:00,8,error2
16/12/2015 19:00,8,error4
19/12/2015 11:00,8,error4
23/12/2015 07:00,8,error4
23/12/2015 17:00,8,error2
24/12/2015 07:00,8,error4
30/12/2015 21:00,8,error4
01/01/2016 05:00,8,error3
04/01/2015 04:00,9,error4
05/01/2015 20:00,9,error3
25/01/2015 02:00,9,error1
18/02/2015 20:00,9,error2
03/03/2015 06:00,9,error1
09/03/2015 11:00,9,error1
22/03/2015 08:00,9,error3
01/04/2015 05:00,9,error4
10/04/2015 12:00,9,error5
29/04/2015 04:00,9,error1
05/06/2015 11:00,9,error2
14/06/2015 13:00,9,error4
16/06/2015 06:00,9,error2
16/06/2015 06:00,9,error3
17/06/2015 23:00,9,error4
19/06/2015 13:00,9,error1
22/06/2015 00:00,9,error4
01/07/2015 06:00,9,error1
16/07/2015 06:00,9,error2
16/07/2015 06:00,9,error3
30/07/2015 09:00,9,error3
08/08/2015 08:00,9,error4
16/08/2015 05:00,9,error1
18/08/2015 13:00,9,error4
18/08/2015 15:00,9,error1
30/08/2015 06:00,9,error2
30/08/2015 06:00,9,error3
14/09/2015 06:00,9,error1
12/10/2015 01:00,9,error2
14/10/2015 06:00,9,error2
14/10/2015 06:00,9,error3
13/11/2015 06:00,9,error1
19/11/2015 04:00,9,error3
22/11/2015 14:00,9,error3
24/11/2015 14:00,9,error3
01/12/2015 03:00,9,error2
13/12/2015 06:00,9,error2
13/12/2015 06:00,9,error3
13/12/2015 07:00,9,error4
27/12/2015 10:00,9,error2
01/01/2015 20:00,10,error1
06/01/2015 04:00,10,error3
18/01/2015 06:00,10,error2
18/01/2015 06:00,10,error3
22/01/2015 05:00,10,error1
29/01/2015 03:00,10,error4
10/02/2015 00:00,10,error1
11/02/2015 03:00,10,error1
12/02/2015 23:00,10,error5
13/02/2015 10:00,10,error3
04/03/2015 00:00,10,error2
05/03/2015 15:00,10,error3
18/03/2015 11:00,10,error1
21/03/2015 14:00,10,error4
26/03/2015 08:00,10,error1
03/04/2015 06:00,10,error2
03/04/2015 06:00,10,error3
06/04/2015 05:00,10,error2
14/04/2015 00:00,10,error3
14/04/2015 09:00,10,error1
18/05/2015 06:00,10,error2
18/05/2015 06:00,10,error3
31/05/2015 03:00,10,error1
02/06/2015 06:00,10,error1
12/06/2015 12:00,10,error4
16/06/2015 06:00,10,error1
17/06/2015 06:00,10,error2
17/06/2015 06:00,10,error3
01/07/2015 14:00,10,error3
25/07/2015 16:00,10,error3
29/07/2015 04:00,10,error5
06/08/2015 07:00,10,error2
10/08/2015 04:00,10,error3
17/08/2015 08:00,10,error4
10/09/2015 11:00,10,error1
14/09/2015 17:00,10,error1
18/09/2015 05:00,10,error1
05/10/2015 00:00,10,error1
27/10/2015 13:00,10,error3
31/10/2015 18:00,10,error1
09/11/2015 17:00,10,error1
21/11/2015 06:00,10,error3
08/12/2015 21:00,10,error2
17/12/2015 09:00,10,error1
23/12/2015 13:00,10,error2
19/01/2015 06:00,11,error2
19/01/2015 06:00,11,error3
15/02/2015 01:00,11,error4
18/02/2015 06:00,11,error4
26/02/2015 23:00,11,error4
20/03/2015 07:00,11,error3
08/04/2015 02:00,11,error1
12/04/2015 12:00,11,error3
15/04/2015 02:00,11,error1
19/04/2015 06:00,11,error2
19/04/2015 06:00,11,error3
19/04/2015 06:00,11,error4
10/05/2015 22:00,11,error4
25/05/2015 23:00,11,error1
08/06/2015 08:00,11,error3
16/06/2015 08:00,11,error1
17/06/2015 02:00,11,error2
21/06/2015 13:00,11,error4
15/07/2015 00:00,11,error2
18/07/2015 07:00,11,error2
20/08/2015 14:00,11,error3
25/08/2015 22:00,11,error2
26/08/2015 16:00,11,error4
04/09/2015 13:00,11,error4
13/09/2015 04:00,11,error1
29/09/2015 17:00,11,error4
01/10/2015 06:00,11,error4
08/10/2015 01:00,11,error3
11/10/2015 07:00,11,error1
20/10/2015 16:00,11,error1
02/11/2015 13:00,11,error4
03/11/2015 17:00,11,error2
08/11/2015 08:00,11,error3
14/11/2015 09:00,11,error2
04/12/2015 01:00,11,error2
11/12/2015 10:00,11,error2
15/12/2015 06:00,11,error4
15/12/2015 21:00,11,error2
17/12/2015 03:00,11,error3
06/01/2015 06:00,12,error1
06/01/2015 06:00,12,error2
06/01/2015 06:00,12,error3
16/01/2015 20:00,12,error3
06/02/2015 13:00,12,error2
14/03/2015 15:00,12,error2
22/03/2015 06:00,12,error2
22/03/2015 06:00,12,error3
03/04/2015 05:00,12,error3
05/04/2015 00:00,12,error4
10/04/2015 17:00,12,error2
25/04/2015 19:00,12,error3
26/04/2015 05:00,12,error4
04/05/2015 03:00,12,error2
14/05/2015 10:00,12,error1
29/05/2015 12:00,12,error2
13/06/2015 10:00,12,error3
28/06/2015 19:00,12,error3
05/07/2015 06:00,12,error1
15/07/2015 02:00,12,error5
17/07/2015 09:00,12,error2
22/07/2015 18:00,12,error5
05/08/2015 05:00,12,error2
16/08/2015 17:00,12,error2
28/08/2015 20:00,12,error2
03/09/2015 06:00,12,error1
04/09/2015 20:00,12,error2
20/09/2015 05:00,12,error4
30/09/2015 12:00,12,error1
01/10/2015 15:00,12,error2
03/10/2015 00:00,12,error4
03/10/2015 06:00,12,error2
03/10/2015 06:00,12,error3
03/10/2015 22:00,12,error2
08/10/2015 23:00,12,error1
09/10/2015 22:00,12,error1
04/11/2015 22:00,12,error1
05/11/2015 05:00,12,error1
27/11/2015 00:00,12,error3
28/11/2015 23:00,12,error2
12/12/2015 16:00,12,error4
10/01/2015 04:00,13,error5
13/01/2015 21:00,13,error3
26/01/2015 09:00,13,error2
27/01/2015 07:00,13,error1
28/01/2015 20:00,13,error1
10/02/2015 20:00,13,error1
13/02/2015 10:00,13,error4
14/02/2015 05:00,13,error2
25/02/2015 20:00,13,error3
10/03/2015 18:00,13,error3
20/03/2015 16:00,13,error3
06/04/2015 23:00,13,error2
10/04/2015 06:00,13,error4
10/04/2015 06:00,13,error5
13/04/2015 18:00,13,error4
05/05/2015 09:00,13,error4
09/06/2015 06:00,13,error4
24/06/2015 06:00,13,error5
09/07/2015 06:00,13,error2
09/07/2015 06:00,13,error3
29/07/2015 04:00,13,error3
04/08/2015 18:00,13,error2
08/08/2015 06:00,13,error2
08/08/2015 06:00,13,error3
23/08/2015 06:00,13,error1
23/08/2015 06:00,13,error4
25/08/2015 15:00,13,error3
03/09/2015 20:00,13,error4
18/09/2015 22:00,13,error1
22/09/2015 06:00,13,error5
29/09/2015 12:00,13,error4
04/10/2015 07:00,13,error1
22/10/2015 06:00,13,error1
23/10/2015 18:00,13,error5
06/11/2015 07:00,13,error1
26/11/2015 03:00,13,error1
06/12/2015 06:00,13,error5
13/12/2015 17:00,13,error5
21/12/2015 06:00,13,error1
21/12/2015 06:00,13,error2
21/12/2015 06:00,13,error3
21/12/2015 08:00,13,error1
01/01/2015 08:00,14,error4
03/01/2015 16:00,14,error1
24/01/2015 17:00,14,error4
27/01/2015 11:00,14,error4
30/01/2015 06:00,14,error2
30/01/2015 06:00,14,error3
09/02/2015 20:00,14,error2
18/02/2015 21:00,14,error5
19/02/2015 17:00,14,error5
01/03/2015 06:00,14,error1
07/03/2015 09:00,14,error1
07/03/2015 17:00,14,error2
16/03/2015 18:00,14,error2
17/03/2015 07:00,14,error2
17/04/2015 04:00,14,error2
20/04/2015 01:00,14,error5
11/05/2015 05:00,14,error3
12/05/2015 04:00,14,error3
31/05/2015 05:00,14,error5
02/06/2015 20:00,14,error4
19/06/2015 08:00,14,error2
25/06/2015 02:00,14,error1
26/06/2015 17:00,14,error2
14/07/2015 06:00,14,error1
14/07/2015 08:00,14,error3
29/07/2015 06:00,14,error2
29/07/2015 06:00,14,error3
14/08/2015 12:00,14,error4
22/08/2015 13:00,14,error4
28/08/2015 10:00,14,error3
20/09/2015 18:00,14,error2
02/10/2015 18:00,14,error3
13/10/2015 11:00,14,error1
21/10/2015 10:00,14,error3
30/11/2015 14:00,14,error1
17/12/2015 00:00,14,error5
22/12/2015 01:00,14,error2
23/12/2015 12:00,14,error1
13/01/2015 23:00,15,error4
14/01/2015 06:00,15,error3
19/01/2015 06:00,15,error2
19/01/2015 06:00,15,error3
19/01/2015 06:00,15,error5
22/01/2015 23:00,15,error1
11/02/2015 02:00,15,error2
14/02/2015 00:00,15,error1
21/03/2015 23:00,15,error1
24/03/2015 20:00,15,error1
28/03/2015 23:00,15,error2
06/04/2015 10:00,15,error5
12/04/2015 13:00,15,error4
23/04/2015 02:00,15,error2
10/05/2015 01:00,15,error1
30/05/2015 04:00,15,error4
01/06/2015 21:00,15,error1
02/06/2015 00:00,15,error2
03/06/2015 06:00,15,error1
11/06/2015 06:00,15,error4
17/06/2015 11:00,15,error2
18/06/2015 06:00,15,error2
22/06/2015 10:00,15,error1
24/06/2015 10:00,15,error1
03/07/2015 17:00,15,error4
05/07/2015 15:00,15,error2
05/07/2015 21:00,15,error2
07/07/2015 14:00,15,error1
22/07/2015 00:00,15,error2
02/08/2015 06:00,15,error1
09/08/2015 15:00,15,error4
01/09/2015 06:00,15,error2
23/09/2015 15:00,15,error3
02/10/2015 13:00,15,error3
05/10/2015 20:00,15,error3
07/10/2015 01:00,15,error1
07/10/2015 20:00,15,error4
15/10/2015 13:00,15,error4
26/10/2015 01:00,15,error2
31/10/2015 06:00,15,error2
31/10/2015 06:00,15,error3
31/10/2015 06:00,15,error5
06/11/2015 14:00,15,error1
11/11/2015 06:00,15,error3
13/11/2015 19:00,15,error2
14/11/2015 19:00,15,error4
19/11/2015 13:00,15,error1
20/11/2015 23:00,15,error4
22/11/2015 08:00,15,error3
21/12/2015 22:00,15,error3
30/12/2015 06:00,15,error5
16/01/2015 06:00,16,error1
09/02/2015 02:00,16,error3
13/02/2015 00:00,16,error1
22/02/2015 05:00,16,error1
27/02/2015 16:00,16,error3
02/03/2015 06:00,16,error4
10/03/2015 01:00,16,error3
10/03/2015 19:00,16,error5
13/03/2015 17:00,16,error5
25/03/2015 12:00,16,error2
01/04/2015 06:00,16,error1
10/04/2015 18:00,16,error1
22/04/2015 03:00,16,error3
22/04/2015 10:00,16,error1
28/04/2015 08:00,16,error4
28/04/2015 14:00,16,error1
16/05/2015 06:00,16,error4
21/05/2015 14:00,16,error1
28/05/2015 17:00,16,error2
31/05/2015 06:00,16,error2
31/05/2015 06:00,16,error3
15/06/2015 06:00,16,error1
22/06/2015 11:00,16,error3
30/06/2015 06:00,16,error2
30/06/2015 06:00,16,error3
30/06/2015 06:00,16,error4
07/07/2015 12:00,16,error2
07/07/2015 17:00,16,error3
07/07/2015 21:00,16,error4
01/08/2015 20:00,16,error4
05/08/2015 08:00,16,error1
14/08/2015 06:00,16,error4
22/09/2015 00:00,16,error1
24/09/2015 00:00,16,error1
04/10/2015 12:00,16,error3
13/10/2015 06:00,16,error4
26/11/2015 02:00,16,error3
27/11/2015 06:00,16,error2
27/11/2015 06:00,16,error3
07/12/2015 02:00,16,error1
16/12/2015 20:00,16,error3
15/01/2015 06:00,17,error4
26/01/2015 23:00,17,error2
04/02/2015 00:00,17,error3
13/02/2015 01:00,17,error2
14/02/2015 06:00,17,error2
14/02/2015 06:00,17,error3
17/02/2015 04:00,17,error2
04/03/2015 15:00,17,error1
06/03/2015 08:00,17,error4
10/03/2015 18:00,17,error3
16/03/2015 06:00,17,error4
22/03/2015 06:00,17,error1
27/03/2015 22:00,17,error2
31/03/2015 06:00,17,error2
31/03/2015 06:00,17,error3
31/03/2015 06:00,17,error5
16/04/2015 12:00,17,error1
29/04/2015 11:00,17,error4
15/05/2015 06:00,17,error1
19/05/2015 14:00,17,error4
24/05/2015 16:00,17,error3
10/06/2015 08:00,17,error1
14/06/2015 06:00,17,error4
14/07/2015 06:00,17,error2
14/07/2015 06:00,17,error3
16/07/2015 00:00,17,error3
24/07/2015 20:00,17,error2
25/07/2015 13:00,17,error4
28/07/2015 04:00,17,error2
29/07/2015 06:00,17,error1
01/08/2015 23:00,17,error1
08/08/2015 22:00,17,error3
13/08/2015 02:00,17,error1
28/08/2015 06:00,17,error5
04/09/2015 18:00,17,error1
06/09/2015 04:00,17,error2
09/09/2015 00:00,17,error2
16/09/2015 06:00,17,error5
21/09/2015 21:00,17,error3
07/10/2015 18:00,17,error1
11/10/2015 01:00,17,error2
16/10/2015 02:00,17,error2
18/10/2015 02:00,17,error4
27/10/2015 06:00,17,error4
27/10/2015 06:00,17,error5
25/11/2015 18:00,17,error2
26/11/2015 06:00,17,error2
26/11/2015 06:00,17,error3
26/12/2015 06:00,17,error1
06/01/2015 19:00,18,error1
07/01/2015 20:00,18,error5
10/01/2015 02:00,18,error5
24/01/2015 06:00,18,error1
29/01/2015 06:00,18,error5
13/02/2015 09:00,18,error4
16/02/2015 14:00,18,error1
07/03/2015 10:00,18,error2
10/03/2015 18:00,18,error4
25/03/2015 05:00,18,error4
25/03/2015 06:00,18,error1
25/03/2015 08:00,18,error2
30/03/2015 06:00,18,error1
02/04/2015 07:00,18,error3
12/04/2015 16:00,18,error4
12/05/2015 23:00,18,error5
14/05/2015 06:00,18,error5
15/05/2015 13:00,18,error2
15/05/2015 18:00,18,error3
19/05/2015 15:00,18,error2
24/05/2015 14:00,18,error4
06/06/2015 06:00,18,error1
18/06/2015 17:00,18,error2
19/06/2015 19:00,18,error1
28/06/2015 06:00,18,error2
28/06/2015 06:00,18,error3
29/06/2015 18:00,18,error1
05/07/2015 05:00,18,error2
06/07/2015 08:00,18,error3
28/07/2015 06:00,18,error2
28/07/2015 06:00,18,error3
29/07/2015 08:00,18,error2
30/07/2015 02:00,18,error1
01/08/2015 08:00,18,error3
27/08/2015 06:00,18,error5
08/09/2015 12:00,18,error4
11/09/2015 06:00,18,error2
11/09/2015 06:00,18,error3
06/10/2015 00:00,18,error4
09/10/2015 14:00,18,error3
23/10/2015 12:00,18,error5
26/10/2015 06:00,18,error5
31/10/2015 13:00,18,error1
09/11/2015 12:00,18,error3
20/11/2015 09:00,18,error2
21/12/2015 08:00,18,error4
02/01/2015 04:00,19,error2
12/01/2015 06:00,19,error1
23/01/2015 23:00,19,error4
24/01/2015 06:00,19,error2
26/02/2015 06:00,19,error5
01/03/2015 13:00,19,error4
15/03/2015 12:00,19,error4
23/03/2015 03:00,19,error1
04/04/2015 10:00,19,error2
12/04/2015 06:00,19,error5
18/04/2015 04:00,19,error1
12/05/2015 01:00,19,error2
18/06/2015 03:00,19,error4
26/06/2015 06:00,19,error5
11/07/2015 21:00,19,error4
16/07/2015 05:00,19,error4
02/08/2015 15:00,19,error2
06/08/2015 12:00,19,error1
06/09/2015 14:00,19,error2
09/09/2015 06:00,19,error5
25/09/2015 13:00,19,error4
28/09/2015 16:00,19,error3
07/10/2015 10:00,19,error2
04/11/2015 17:00,19,error1
23/11/2015 06:00,19,error5
08/12/2015 06:00,19,error1
10/12/2015 23:00,19,error1
22/12/2015 16:00,19,error3
03/01/2015 06:00,20,error2
03/01/2015 06:00,20,error3
18/01/2015 06:00,20,error5
19/01/2015 16:00,20,error1
01/02/2015 02:00,20,error2
02/02/2015 06:00,20,error4
03/02/2015 23:00,20,error4
04/02/2015 22:00,20,error2
16/02/2015 23:00,20,error1
17/02/2015 20:00,20,error3
23/02/2015 14:00,20,error3
24/02/2015 02:00,20,error4
19/03/2015 06:00,20,error2
19/03/2015 06:00,20,error3
03/04/2015 06:00,20,error4
09/04/2015 19:00,20,error4
12/04/2015 12:00,20,error1
14/04/2015 09:00,20,error2
18/04/2015 06:00,20,error5
28/04/2015 06:00,20,error3
05/05/2015 00:00,20,error4
07/05/2015 22:00,20,error4
16/05/2015 02:00,20,error1
26/05/2015 04:00,20,error1
01/06/2015 04:00,20,error3
04/06/2015 15:00,20,error5
07/07/2015 01:00,20,error1
11/07/2015 05:00,20,error1
17/07/2015 06:00,20,error1
11/08/2015 21:00,20,error2
16/08/2015 01:00,20,error3
16/08/2015 06:00,20,error5
30/09/2015 06:00,20,error2
30/09/2015 06:00,20,error3
05/10/2015 00:00,20,error5
12/10/2015 10:00,20,error4
25/10/2015 01:00,20,error2
30/10/2015 06:00,20,error4
11/11/2015 07:00,20,error4
14/11/2015 06:00,20,error2
14/11/2015 06:00,20,error3
13/12/2015 06:00,20,error1
14/12/2015 06:00,20,error1
23/12/2015 10:00,20,error2
27/12/2015 17:00,20,error4
29/12/2015 06:00,20,error5
30/12/2015 00:00,20,error3
22/01/2015 06:00,21,error4
16/02/2015 08:00,21,error2
16/03/2015 15:00,21,error2
07/04/2015 06:00,21,error5
08/04/2015 08:00,21,error1
26/04/2015 18:00,21,error1
07/05/2015 06:00,21,error1
13/05/2015 05:00,21,error4
18/06/2015 18:00,21,error2
23/06/2015 09:00,21,error1
26/06/2015 19:00,21,error2
09/07/2015 21:00,21,error4
05/08/2015 06:00,21,error2
05/08/2015 06:00,21,error3
05/08/2015 06:00,21,error5
09/08/2015 05:00,21,error1
22/08/2015 21:00,21,error2
28/08/2015 02:00,21,error2
04/09/2015 06:00,21,error4
06/09/2015 08:00,21,error2
07/09/2015 22:00,21,error3
19/09/2015 06:00,21,error5
04/10/2015 06:00,21,error2
04/10/2015 06:00,21,error3
05/10/2015 13:00,21,error4
09/10/2015 17:00,21,error1
22/10/2015 17:00,21,error1
01/11/2015 07:00,21,error3
03/11/2015 06:00,21,error5
05/11/2015 02:00,21,error2
06/11/2015 08:00,21,error2
08/11/2015 19:00,21,error4
12/11/2015 01:00,21,error4
26/11/2015 19:00,21,error2
03/12/2015 06:00,21,error2
03/12/2015 06:00,21,error3
07/12/2015 07:00,21,error1
18/12/2015 06:00,21,error4
21/12/2015 15:00,21,error1
26/12/2015 11:00,21,error4
12/01/2015 23:00,22,error1
13/01/2015 01:00,22,error4
18/01/2015 01:00,22,error3
19/01/2015 21:00,22,error5
22/01/2015 05:00,22,error1
28/01/2015 03:00,22,error3
04/02/2015 17:00,22,error5
05/02/2015 06:00,22,error4
19/02/2015 09:00,22,error1
22/03/2015 06:00,22,error2
22/03/2015 06:00,22,error3
22/03/2015 06:00,22,error5
22/03/2015 22:00,22,error4
28/03/2015 15:00,22,error3
01/04/2015 13:00,22,error3
06/04/2015 06:00,22,error4
21/04/2015 06:00,22,error2
21/04/2015 06:00,22,error3
22/04/2015 22:00,22,error1
27/04/2015 22:00,22,error2
28/04/2015 00:00,22,error3
17/05/2015 14:00,22,error5
21/05/2015 06:00,22,error1
21/05/2015 06:00,22,error4
20/06/2015 06:00,22,error5
21/06/2015 22:00,22,error3
05/07/2015 06:00,22,error2
05/07/2015 06:00,22,error3
05/07/2015 21:00,22,error4
07/07/2015 19:00,22,error4
19/07/2015 08:00,22,error1
04/08/2015 06:00,22,error5
09/08/2015 00:00,22,error3
18/08/2015 07:00,22,error1
19/08/2015 06:00,22,error4
19/08/2015 12:00,22,error4
20/08/2015 18:00,22,error4
23/08/2015 22:00,22,error4
27/08/2015 02:00,22,error2
30/08/2015 10:00,22,error4
18/09/2015 06:00,22,error2
18/09/2015 06:00,22,error3
25/09/2015 00:00,22,error2
30/09/2015 09:00,22,error4
19/10/2015 13:00,22,error1
23/10/2015 06:00,22,error1
30/10/2015 06:00,22,error5
02/11/2015 06:00,22,error4
04/11/2015 16:00,22,error4
11/11/2015 12:00,22,error4
17/11/2015 06:00,22,error5
